sub_sent,class,domain,intent
질문 하나만 해도 될까,DIGITAL_P추천,DIGITAL,P
주문취소는요,DIGITAL_P주문취소,DIGITAL,P
전화문의,DIGITAL_P전화요청,DIGITAL,P
일상대화는 안돼요,DIGITAL_P채팅,DIGITAL,P
가장 저렴하고,DIGITAL_PRICExs,DIGITAL,PRICE
넌정체가모야,DIGITAL_GREETINGintro,DIGITAL,GREETING
국외 브랜드,DIGITAL_BRAND외제,DIGITAL,BRAND
다음에 봐요,DIGITAL_P대화종료,DIGITAL,P
다시 추천해줘,DIGITAL_P추가추천,DIGITAL,P
장동건 광고한 밥솥,DIGITAL_BRAND리홈_CATE전기밥솥,DIGITAL,BRAND
택배가 안오는데,DIGITAL_P배송문의,DIGITAL,P
문의 내용 삭제 부탁,DIGITAL_P기타faq문의,DIGITAL,P
다른 상품은 안돼나요,DIGITAL_P상담품목,DIGITAL,P
상담원 연결,DIGITAL_P상담원연결,DIGITAL,P
더저럼한것,DIGITAL_PRICExs,DIGITAL,PRICE
$오웅$,DIGITAL_YESNOyes,DIGITAL,YESNO
밥 하려구요,DIGITAL_CATE전기밥솥,DIGITAL,CATE
뭔가 이상해요,DIGITAL_P기타faq문의,DIGITAL,P
장바구니에 있는것을 선택,DIGITAL_P찜기능안내,DIGITAL,P
$김낸$,DIGITAL_CATE김치냉장고,DIGITAL,CATE
자동응답시스템 그런 건가요,DIGITAL_P챗봇여부문의,DIGITAL,P
국내기업으로,DIGITAL_BRAND국산,DIGITAL,BRAND
$특판$,DIGITAL_CATEN특판_P행사문의,DIGITAL,CATEN
추천 부탁,DIGITAL_P추천,DIGITAL,P
배송관련 상담,DIGITAL_P배송문의,DIGITAL,P
여기가 더 비싸게 파는 것 같네요,DIGITAL_P가격차이,DIGITAL,P
골라줘,DIGITAL_P추천,DIGITAL,P
영상작업,DIGITAL_FEAT영상작업,DIGITAL,FEAT
스팀 클리닝,DIGITAL_FEAT스팀클리닝,DIGITAL,FEAT
이전에 받아볼수,DIGITAL_P배송일문의,DIGITAL,P
제품이 아니고 문의드릴려고요,DIGITAL_P상담품목,DIGITAL,P
선택하기 어려워,DIGITAL_GREETINGgomin,DIGITAL,GREETING
최다판매,DIGITAL_RECOMpopular,DIGITAL,RECOM
하하핳,DIGITAL_GREETINGsmile,DIGITAL,GREETING
단독공기청정,DIGITAL_FEAT단독공기청정,DIGITAL,FEAT
대화 이어서하기,DIGITAL_P대화계속,DIGITAL,P
$진행계속$,DIGITAL_P대화계속,DIGITAL,P
대화를 해서 즐거웠어요,DIGITAL_P대화종료,DIGITAL,P
저가 에어컨,DIGITAL_CATEaircon_PRICExs,DIGITAL,CATE
vip라운지,DIGITAL_P기타faq문의,DIGITAL,P
쓰레기네이거,DIGITAL_slang,DIGITAL,slang
착불은 어떻게 하나요,DIGITAL_P결제문의,DIGITAL,P
반납신청,DIGITAL_CATEN대여,DIGITAL,CATEN
여기고객센터예요?,DIGITAL_P기타faq문의,DIGITAL,P
쿠폰알려줘,DIGITAL_P쿠폰요청,DIGITAL,P
부모님 계시니,DIGITAL_P채팅,DIGITAL,P
적립 가능하다고 말씀하셧는데,DIGITAL_P적립문의,DIGITAL,P
듀얼회오리팬,DIGITAL_FEAT듀얼회오리팬,DIGITAL,FEAT
지금 주문했는데 도착 언제,DIGITAL_P배송일문의,DIGITAL,P
혜택받기,DIGITAL_P쿠폰요청,DIGITAL,P
품절인거 왜보여,DIGITAL_GREETINGclaim,DIGITAL,GREETING
좀더 싸게요,DIGITAL_PRICExs_P바로할인가,DIGITAL,PRICE
연장 이용이 가능,DIGITAL_CATEN프로젝트엔_P기타faq문의,DIGITAL,CATEN
$마트보다 비싸$,DIGITAL_GREETINGclaim_P가격문의,DIGITAL,GREETING
허리가아파,DIGITAL_P채팅,DIGITAL,P
전기밥솥,DIGITAL_CATE전기밥솥,DIGITAL,CATE
환불건에 대해 상담,DIGITAL_P환불문의,DIGITAL,P
11번가페이 사용하는 방법,DIGITAL_P결제문의,DIGITAL,P
수리문의는 어디에서,DIGITAL_Pa/s문의,DIGITAL,P
이거 구매안되나요,DIGITAL_P상품문의,DIGITAL,P
환불금이 왜 안들어오나요,DIGITAL_P환불문의,DIGITAL,P
개쉐리,DIGITAL_slang,DIGITAL,slang
새상담 시작,DIGITAL_P새상담,DIGITAL,P
해피캐쉬 사용,DIGITAL_P기타faq문의,DIGITAL,P
차이 먼지,DIGITAL_P차이점,DIGITAL,P
으이구,DIGITAL_GREETINGclaim,DIGITAL,GREETING
$싫구만$,DIGITAL_GREETINGso,DIGITAL,GREETING
고가의 제품,DIGITAL_PRICEl,DIGITAL,PRICE
톡매니저 소환,DIGITAL_P상담원연결,DIGITAL,P
개발,DIGITAL_FEAT개발용,DIGITAL,FEAT
씁새,DIGITAL_slang,DIGITAL,slang
$하니$,DIGITAL_GREETINGcall,DIGITAL,GREETING
차이점이 무엇인가요,DIGITAL_P차이점,DIGITAL,P
삼성플렉스워시,DIGITAL_CATE세탁기_BRAND삼성전자_PRODUCT플렉스워시,DIGITAL,CATE
$항문$,DIGITAL_P19금,DIGITAL,P
본인 인증 어떻게,DIGITAL_P본인인증문의,DIGITAL,P
걸레+흡입식,"DIGITAL_FEAT흡입+걸레,FAQ_ENTRY흡입+걸레",DIGITAL,FEAT
고민해볼게요,DIGITAL_P대화종료,DIGITAL,P
$바부바부$,DIGITAL_slang,DIGITAL,slang
그만 할래,DIGITAL_P대화종료,DIGITAL,P
이름을 물어,DIGITAL_GREETINGname,DIGITAL,GREETING
ㅆㅍ,DIGITAL_slang,DIGITAL,slang
걸레식,"DIGITAL_FEAT흡입+걸레,FAQ_ENTRY흡입+걸레",DIGITAL,FEAT
트윈기능,DIGITAL_CATE세탁기_FEAT트윈워시,DIGITAL,CATE
$올$,DIGITAL_GREETINGcheer,DIGITAL,GREETING
보통 가격대정도로요,DIGITAL_PRICEm,DIGITAL,PRICE
다른카드로 결제하고싶어,DIGITAL_P결제문의,DIGITAL,P
문의드릴께,DIGITAL_P상담요청,DIGITAL,P
인성슈레기,DIGITAL_slang,DIGITAL,slang
실례했습니다,DIGITAL_Papologize,DIGITAL,P
제품 안 찾아,DIGITAL_NEG아님_bypass,DIGITAL,NEG
큰 사이즈여,"DIGITAL_SIZEl,MART_ATTR대형",DIGITAL,SIZE
입금대기중이라고 뜨네요,DIGITAL_P결제문의,DIGITAL,P
찾는것이 없어,DIGITAL_bypass,DIGITAL,bypass
협의 없이 업체해서 취소,DIGITAL_GREETINGclaim_P주문취소,DIGITAL,GREETING
$힝$,DIGITAL_GREETINGso,DIGITAL,GREETING
챗봇 맞으세요,DIGITAL_P챗봇여부문의,DIGITAL,P
쌍욕을 들었,DIGITAL_GREETINGclaim,DIGITAL,GREETING
저화질,DIGITAL_FEAThd,DIGITAL,FEAT
정말 황당합니다,DIGITAL_GREETINGclaim,DIGITAL,GREETING
좋은말이네요,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
전부 품절 이,DIGITAL_GREETINGclaim,DIGITAL,GREETING
//네오야,DIGITAL_P네오야,DIGITAL,P
해피캐시란 무엇,DIGITAL_P기타faq문의,DIGITAL,P
무엇이 필요할까,DIGITAL_P추천,DIGITAL,P
오피쓰,DIGITAL_FEAT사무/인강용,DIGITAL,FEAT
상픔언제오나요,DIGITAL_P배송문의,DIGITAL,P
$너는 뭐징$,DIGITAL_GREETINGintro,DIGITAL,GREETING
바랄년,DIGITAL_slang,DIGITAL,slang
다음에 물어볼게요,DIGITAL_P대화종료,DIGITAL,P
그런건 없음,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
아이패드 mini4,DIGITAL_CATE애플_SUBCATipad_IPADPRODUCTipadmini4,DIGITAL,CATE
응 안냥,DIGITAL_GREETINGre-hello,DIGITAL,GREETING
나중에 다시 문의드릴,DIGITAL_P대화종료,DIGITAL,P
몽충아 봇,DIGITAL_slang_GREETINGclaim,DIGITAL,slang
프로모션이 배송비빼고,DIGITAL_P행사문의,DIGITAL,P
반납신청을 언제 해,DIGITAL_P반품문의,DIGITAL,P
상품을 발송했는지 알 수 있나요,DIGITAL_P배송문의,DIGITAL,P
구입을 오늘 햇는데,DIGITAL_P구매완료,DIGITAL,P
가정에서 주로 쓸꺼고,DIGITAL_FEAT가정용_VOLUMEm,DIGITAL,FEAT
$언제 가능하나요$,DIGITAL_P기타faq문의,DIGITAL,P
자취방에 놓을,"DIGITAL_SIZEs,MART_ATTR소형",DIGITAL,SIZE
옙,DIGITAL_YESNOyes,DIGITAL,YESNO
수고하셨어,DIGITAL_GREETINGsugo,DIGITAL,GREETING
$카드정보$,DIGITAL_P결제문의,DIGITAL,P
지미랄,DIGITAL_slang,DIGITAL,slang
(배고파),DIGITAL_IMOTICON(배고파),DIGITAL,IMOTICON
제일 싼 거,DIGITAL_PRICExs,DIGITAL,PRICE
단골지정,DIGITAL_P기타faq문의,DIGITAL,P
$죽$,"DIGITAL_CATEN죽,MART_CATE죽",DIGITAL,CATEN
최저가격,DIGITAL_PRICExs,DIGITAL,PRICE
돌아이,DIGITAL_slang,DIGITAL,slang
고장문의 ,DIGITAL_P고장문의 ,DIGITAL,P
미도착신고 철회,DIGITAL_P배송문의,DIGITAL,P
너를 만든 사람이 누구,DIGITAL_GREETINGintro,DIGITAL,GREETING
전화 문자해도 불통,DIGITAL_P전화요청_GREETINGclaim,DIGITAL,P
출고전 상품변경,DIGITAL_P기타faq문의,DIGITAL,P
네네 기다리겠습니다,DIGITAL_bypass,DIGITAL,bypass
전화를하는데도 불가,DIGITAL_P전화요청,DIGITAL,P
반품 관련 문의,DIGITAL_P반품문의,DIGITAL,P
그러쿠낭,DIGITAL_YESNOyes,DIGITAL,YESNO
한번 더 문의드리겟습니다,DIGITAL_P대화종료,DIGITAL,P
$idea pad$,DIGITAL_CATE노트북_BRAND레노버_PRODUCT아이디어패드,DIGITAL,CATE
넘 큰대,"DIGITAL_SIZEm,MART_ATTR중형",DIGITAL,SIZE
미니 김치냉장고,DIGITAL_CATE김치냉장고_SIZEs,DIGITAL,CATE
많이 비싸지 않았으면,DIGITAL_PRICEs,DIGITAL,PRICE
지금 뭘하고 있는데요,DIGITAL_GREETINGwait,DIGITAL,GREETING
카드사용 방법을몰라서,DIGITAL_P결제문의,DIGITAL,P
중소기업 제품,DIGITAL_BRAND중소기업,DIGITAL,BRAND
$냄비$,DIGITAL_slang,DIGITAL,slang
잘못 눌름,DIGITAL_NEG아님,DIGITAL,NEG
상담사님 최고,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
$가방$,DIGITAL_CATEN가방,DIGITAL,CATEN
수고한다,DIGITAL_GREETINGsugo,DIGITAL,GREETING
구매하기 금액이달라요,DIGITAL_P상담원연결,DIGITAL,P
11pay 등록,DIGITAL_P결제문의,DIGITAL,P
나중에 보자,DIGITAL_P대화종료,DIGITAL,P
다른쿠폰 쓸수 있게,DIGITAL_P쿠폰적용문의,DIGITAL,P
얼마정도에 구입가능한가요,DIGITAL_P가격문의,DIGITAL,P
$땍$,DIGITAL_bypass,DIGITAL,bypass
환불지연 문의,DIGITAL_P환불문의,DIGITAL,P
인증 실패로 나와요,DIGITAL_P본인인증문의,DIGITAL,P
교환 과정,DIGITAL_P교환문의,DIGITAL,P
또 문의할게,DIGITAL_P대화종료,DIGITAL,P
ㄴㅔ,DIGITAL_YESNOyes,DIGITAL,YESNO
어떻게 해택받나요,DIGITAL_P기타faq문의,DIGITAL,P
$잼넼$,DIGITAL_GREETINGfun,DIGITAL,GREETING
쿠폰 적용은 어떻게 해요?,DIGITAL_P쿠폰적용문의,DIGITAL,P
쿠폰 어떻게 받아,DIGITAL_P쿠폰요청,DIGITAL,P
잘못 클릭,DIGITAL_NEG아님,DIGITAL,NEG
방수 기능,DIGITAL_FEAT방수_FEAT생활방수_FEAT완전방수,DIGITAL,FEAT
뭔 말이 이렇게 많아,DIGITAL_P채팅,DIGITAL,P
상담원 접속,DIGITAL_P상담원연결,DIGITAL,P
$먄해요$,DIGITAL_GREETINGapologize,DIGITAL,GREETING
니가 알려준다며,DIGITAL_GREETINGclaim,DIGITAL,GREETING
마일리지로는 무엇을 할수있나요,DIGITAL_P기타faq문의,DIGITAL,P
상담사 한태 물어볼려면,DIGITAL_P상담원연결,DIGITAL,P
$없다니까요$,DIGITAL_YESNOno,DIGITAL,YESNO
해충퇴치기,DIGITAL_CATEN해충퇴치기,DIGITAL,CATEN
무얼해줄 수 있는데,DIGITAL_P상담품목,DIGITAL,P
저소음,DIGITAL_FEAT저소음,DIGITAL,FEAT
환불응 언제 될까,DIGITAL_P환불문의,DIGITAL,P
반납할 제품을 아직 안가져,DIGITAL_P반품문의_CATEN대여,DIGITAL,P
콜센터에 신호가  안가네요,DIGITAL_P전화요청,DIGITAL,P
환불관련 문의,DIGITAL_P환불문의,DIGITAL,P
$알아봐주세요$,DIGITAL_P추천,DIGITAL,P
이런 쓰레기,DIGITAL_slang,DIGITAL,slang
에어플라이어,DIGITAL_CATEN에어플라이어,DIGITAL,CATEN
돌은놈,DIGITAL_slang,DIGITAL,slang
$새 품목$,DIGITAL_P새상담,DIGITAL,P
알리미 설정,DIGITAL_P알림설정문의,DIGITAL,P
판매자가 취소 거부,DIGITAL_P기타faq문의,DIGITAL,P
디음에 다시요,DIGITAL_P대화종료,DIGITAL,P
싫타고,DIGITAL_YESNOno,DIGITAL,YESNO
개색히,DIGITAL_slang,DIGITAL,slang
삼성공기청정기용,DIGITAL_FEAT삼성공기청정기용,DIGITAL,FEAT
뭔 차이인가요,DIGITAL_P차이점,DIGITAL,P
$궁금해요$,DIGITAL_P추천,DIGITAL,P
용량 어느 정도 좋,DIGITAL_P용량문의,DIGITAL,P
배송 지연 포인트,DIGITAL_P적립문의,DIGITAL,P
$거실$,DIGITAL_FEAT거실형,DIGITAL,FEAT
최대한 싼쪽,DIGITAL_PRICEs,DIGITAL,PRICE
주문이 안돼네,DIGITAL_P상담원연결,DIGITAL,P
이모델은 어때요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
야이새끼,DIGITAL_slang,DIGITAL,slang
톡매니저랑 상담,DIGITAL_P상담원연결,DIGITAL,P
이벤트응모,DIGITAL_P행사문의,DIGITAL,P
win10이 설치되어 있는,DIGITAL_FEAT운영체제포함,DIGITAL,FEAT
재고 확인,DIGITAL_P재고문의_P상담원연결 ,DIGITAL,P
ㅜ.ㅜ,DIGITAL_IMOTICON(훌쩍),DIGITAL,IMOTICON
너무 조으네,DIGITAL_GREETINGcheer,DIGITAL,GREETING
포인드조회,DIGITAL_P기타faq문의,DIGITAL,P
짱짱,DIGITAL_GREETINGgood,DIGITAL,GREETING
크진 않았으면,"DIGITAL_SIZEm,MART_ATTR중형",DIGITAL,SIZE
머가없구나,DIGITAL_GREETINGclaim,DIGITAL,GREETING
여행용,DIGITAL_FEAT여행용,DIGITAL,FEAT
답장이 늦었네요,DIGITAL_GREETINGapologize,DIGITAL,GREETING
장바구니 담기지가않,DIGITAL_P찜기능안내,DIGITAL,P
넌 참 똑똑해,DIGITAL_GREETINGcheer,DIGITAL,GREETING
$로그인했는데$,DIGITAL_bypass,DIGITAL,bypass
디자인문의,DIGITAL_P디자인문의,DIGITAL,P
휴대,DIGITAL_FEAT휴대용,DIGITAL,FEAT
$보다 싸,DIGITAL_P가격문의,DIGITAL,P
알겠습니다 고생하셨어요,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
원빈 광고했던거,DIGITAL_BRAND쿠쿠홈시스_CATE전기밥솥,DIGITAL,BRAND
쿠폰변경 가능한가요,DIGITAL_P결제문의,DIGITAL,P
배송설치,DIGITAL_P설치문의,DIGITAL,P
전화를 주시면 감사합니다,DIGITAL_P전화요청,DIGITAL,P
가격 할인을 많이하는,DIGITAL_PRICExs,DIGITAL,PRICE
멀티형에어콘,"DIGITAL_CATEaircon_SUBCAT멀티형,FAQ_ENTRY멀티형에어컨",DIGITAL,CATE
컨시어지는 모바일에서만 가능,DIGITAL_P상담방법문의,DIGITAL,P
토렌트요,DIGITAL_FEAT동영상/영화감상용,DIGITAL,FEAT
재창업 상담,DIGITAL_P기타faq문의,DIGITAL,P
타이머,DIGITAL_FEAT타이머,DIGITAL,FEAT
$신경꺼$,DIGITAL_bypass,DIGITAL,bypass
베리굿,DIGITAL_GREETINGgood,DIGITAL,GREETING
모든 제품을 다 추천 받을 수 있나요,DIGITAL_P상담품목,DIGITAL,P
$데이터프리$,DIGITAL_P기타faq문의,DIGITAL,P
저가 라인,DIGITAL_PRICEs,DIGITAL,PRICE
지이름도모르네,DIGITAL_GREETINGintro,DIGITAL,GREETING
기분전환되는 상품,DIGITAL_P채팅,DIGITAL,P
$좋습니다$,DIGITAL_GREETINGgood,DIGITAL,GREETING
이방 어떻게 나가니,DIGITAL_P대화종료,DIGITAL,P
장동건 광고하는 밥솥,DIGITAL_BRAND리홈_CATE전기밥솥,DIGITAL,BRAND
계속 기다려야하나요,DIGITAL_GREETINGwait,DIGITAL,GREETING
찾는 제조사 없어요,DIGITAL_BRANDall,DIGITAL,BRAND
탈취,DIGITAL_FEAT탈취,DIGITAL,FEAT
더운데 좀 도와줄래,DIGITAL_P채팅,DIGITAL,P
걸레 청소기,"DIGITAL_CATE청소기,FAQ_ENTRY흡입+걸레식로봇",DIGITAL,CATE
이벤트 문의합니다,DIGITAL_P행사문의,DIGITAL,P
위닉스 에어워셔,DIGITAL_CATE공기청정기_BRAND위닉스_PRODUCT에어워셔,DIGITAL,CATE
아이 영어 공부용,DIGITAL_FEAT학습용,DIGITAL,FEAT
너 나름 갠찮다,DIGITAL_GREETINGcheer,DIGITAL,GREETING
배송에 관해 확인차 물어,DIGITAL_P배송문의,DIGITAL,P
$퍼규$,DIGITAL_slang,DIGITAL,slang
제품을말하는게아니라,DIGITAL_P상담품목,DIGITAL,P
마일리지 적립,DIGITAL_P적립문의,DIGITAL,P
$대기업$,DIGITAL_BRAND대기업,DIGITAL,BRAND
청서기,DIGITAL_CATE청소기,DIGITAL,CATE
에이에스 받으려면,DIGITAL_Pa/s문의,DIGITAL,P
(훌쩍),DIGITAL_IMOTICON(훌쩍),DIGITAL,IMOTICON
할인쿠폰줘,DIGITAL_P쿠폰요청,DIGITAL,P
마일리지 쓸래요,DIGITAL_P결제문의,DIGITAL,P
$더워더워$,DIGITAL_P채팅,DIGITAL,P
설치해주로 온다고하면,DIGITAL_P설치문의,DIGITAL,P
$알써염$,DIGITAL_YESNOyes,DIGITAL,YESNO
짝퉁 신고,DIGITAL_P기타faq문의,DIGITAL,P
결제창 부탁 드릴게요,DIGITAL_P결제문의,DIGITAL,P
주문한 물건 반품하고 싶은데,DIGITAL_P반품문의,DIGITAL,P
왜저래,DIGITAL_bypass,DIGITAL,bypass
됐다 이제 안쓴다,DIGITAL_GREETINGclaim,DIGITAL,GREETING
신기하네요,DIGITAL_GREETINGcheer,DIGITAL,GREETING
선물 좀 하게,DIGITAL_FEAT선물용,DIGITAL,FEAT
$이거말고$,DIGITAL_P추가추천,DIGITAL,P
인강 청취용,DIGITAL_FEAT사무/인강용,DIGITAL,FEAT
잘못 결제로 취소,DIGITAL_P결제문의,DIGITAL,P
구매자반응이 어떤가요,DIGITAL_P리뷰요청,DIGITAL,P
내가 사용할거야,DIGITAL_FEAT개인용,DIGITAL,FEAT
반품 처리,DIGITAL_P반품문의,DIGITAL,P
(돈),DIGITAL_IMOTICON(돈),DIGITAL,IMOTICON
구매한 내역을 찾을 수 있나,DIGITAL_P주문이력확인,DIGITAL,P
A/S 서비스 기간,DIGITAL_Pa/s문의,DIGITAL,P
다른모델추천,DIGITAL_P추가추천,DIGITAL,P
아니라,DIGITAL_NEG아님,DIGITAL,NEG
신상이 들어오는걸로 알고,DIGITAL_P기타faq문의,DIGITAL,P
주문건 취소 됐나요,DIGITAL_P주문취소,DIGITAL,P
$상품권$,DIGITAL_CATEN상품권,DIGITAL,CATEN
발송 안 되면 취소할래요,DIGITAL_P배송문의,DIGITAL,P
인공지능을 공부할 수 있는,DIGITAL_FEAT학습용,DIGITAL,FEAT
관심있어요,DIGITAL_P추천,DIGITAL,P
아쉽내요,DIGITAL_GREETINGso,DIGITAL,GREETING
말끼못알아 듣네,DIGITAL_GREETINGclaim,DIGITAL,GREETING
전화번호 바꼈,DIGITAL_P회원정보문의,DIGITAL,P
회원입력하고주문하는데 동록승인이 안되,DIGITAL_P기타faq문의,DIGITAL,P
주말이 끼었어요,DIGITAL_P배송일문의,DIGITAL,P
$빠이요$,DIGITAL_P대화종료,DIGITAL,P
묶음배송 원해요,DIGITAL_P배송문의,DIGITAL,P
새로운 상담을 하고 싶어요,DIGITAL_P새상담,DIGITAL,P
카드할인하고 중복가능한가요,DIGITAL_P결제문의,DIGITAL,P
이게 무슨 챗봇임,DIGITAL_GREETINGclaim,DIGITAL,GREETING
오프라인 매장이 있나요,DIGITAL_P실물확인,DIGITAL,P
디자인/게임용,DIGITAL_FEAT그래픽작업용or게임용,DIGITAL,FEAT
os 기본 장착,DIGITAL_FEAT운영체제포함,DIGITAL,FEAT
냉장고 문의도,DIGITAL_CATE냉장고,DIGITAL,CATE
복합방식,DIGITAL_FEAT복합식,DIGITAL,FEAT
확인해보고 결정하,DIGITAL_P대화종료,DIGITAL,P
찜이 뭐야,DIGITAL_P찜기능안내,DIGITAL,P
없는뎅,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
금주중에는 받을수 있을거라고,DIGITAL_P배송일문의,DIGITAL,P
판매순위문의,DIGITAL_P판매순위문의_RECOMpopular,DIGITAL,P
필요하지 않고,DIGITAL_NEG아님,DIGITAL,NEG
윈도우 포함,DIGITAL_FEAT운영체제포함,DIGITAL,FEAT
핫한제품,DIGITAL_RECOMpopular,DIGITAL,RECOM
나중에 구매하겠습니다,DIGITAL_P구매예정,DIGITAL,P
쉬뻘,DIGITAL_slang,DIGITAL,slang
당신 이름은,DIGITAL_GREETINGname,DIGITAL,GREETING
대여가안되네요,DIGITAL_P기타faq문의,DIGITAL,P
ATM기계로 입금하면,DIGITAL_P결제문의,DIGITAL,P
$전문몰$,DIGITAL_CATEN전문몰,DIGITAL,CATEN
머하나 물어봅시다,DIGITAL_P상담요청,DIGITAL,P
가격은 더올라가도 상관은 없습니다,DIGITAL_PRICEl,DIGITAL,PRICE
$크첸$,DIGITAL_BRAND리홈,DIGITAL,BRAND
$야동$,DIGITAL_CATEN야동 ,DIGITAL,CATEN
울트라gt,DIGITAL_CATE노트북_BRANDlg_PRODUCT울트라gt,DIGITAL,CATE
할부 불가인가요,DIGITAL_P결제문의,DIGITAL,P
$환불$,DIGITAL_P환불문의,DIGITAL,P
빨리 처리하주세요,DIGITAL_GREETINGwait,DIGITAL,GREETING
오토캐드,DIGITAL_FEAT그래픽작업용,DIGITAL,FEAT
너는 누구,DIGITAL_GREETINGintro,DIGITAL,GREETING
$무얼사라$,DIGITAL_P상담품목,DIGITAL,P
친절하시네,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
장바구니 보여줘,DIGITAL_P찜한상품,DIGITAL,P
치솔,"DIGITAL_CATE전동칫솔,FAQ_ENTRY전동칫솔",DIGITAL,CATE
본이 인증은 어디서,DIGITAL_P본인인증문의,DIGITAL,P
디지털데이는 언제,DIGITAL_P행사문의,DIGITAL,P
스텐드 에어컨,"DIGITAL_CATEaircon_SUBCAT스탠드형,FAQ_ENTRY스탠드형에어컨",DIGITAL,CATE
성별을 어떻게 써야돼요,DIGITAL_P기타faq문의,DIGITAL,P
$정보변경$,DIGITAL_P기타faq문의,DIGITAL,P
추가이용료요,DIGITAL_P기타faq문의_CATEN프로젝트앤,DIGITAL,P
같은거는 전혀 안하거든요,DIGITAL_NEG아님,DIGITAL,NEG
저 이제 갈께요,DIGITAL_P대화종료,DIGITAL,P
새 상담,DIGITAL_P새상담,DIGITAL,P
회수접수,DIGITAL_P교환문의,DIGITAL,P
담당자 초대,DIGITAL_P상담원연결,DIGITAL,P
$쿠폰있어$,DIGITAL_P쿠폰요청,DIGITAL,P
구입 했다 취소 했는되요,DIGITAL_P주문취소,DIGITAL,P
상담이 많은 도움이되서,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
오늘 하루도 머찐 하루 되시길 바랄께요,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
예쁜거요,DIGITAL_P디자인문의,DIGITAL,P
돈내노,DIGITAL_P채팅,DIGITAL,P
취소를 했는데 입금은 언제,DIGITAL_P환불문의,DIGITAL,P
결제했습니다,DIGITAL_P주문완료,DIGITAL,P
언제 도착,DIGITAL_P배송일문의,DIGITAL,P
상담 품목이 너무 적어요,DIGITAL_GREETINGclaim,DIGITAL,GREETING
제조사랑 브랜드는 상관없어요,DIGITAL_BRAND브랜드DC,DIGITAL,BRAND
10세리,DIGITAL_slang,DIGITAL,slang
$잘가$,DIGITAL_P대화종료,DIGITAL,P
$다른상품 검색$,DIGITAL_P처음으로,DIGITAL,P
아담한 사이즈로 보여줘,"DIGITAL_SIZEm,MART_ATTR중형",DIGITAL,SIZE
같은 말안 하는구나,DIGITAL_GREETINGclaim,DIGITAL,GREETING
언제입금되나요,DIGITAL_P환불문의,DIGITAL,P
이런거밖에없냐,DIGITAL_GREETINGclaim,DIGITAL,GREETING
챗봇이 뭐죠,DIGITAL_GREETINGchatbot,DIGITAL,GREETING
나랑잘래,DIGITAL_P19금,DIGITAL,P
전기세 덜나오는,DIGITAL_FEAT1등급,DIGITAL,FEAT
네,DIGITAL_YESNOyes,DIGITAL,YESNO
오오 짱이다,DIGITAL_GREETINGgood,DIGITAL,GREETING
"반품했는데, 신용카드 대금이 청구",DIGITAL_P결제문의,DIGITAL,P
야 띨박아,DIGITAL_slang,DIGITAL,slang
맥에어,DIGITAL_CATE애플_SUBCATmac_MACPRODUCTmacbookair,DIGITAL,CATE
업체 통화 완료,DIGITAL_bypass,DIGITAL,bypass
$다물어$,DIGITAL_slang,DIGITAL,slang
도착 안했는데 배송완료로 뜨네요,DIGITAL_P배송문의,DIGITAL,P
무통장입금이안되는이유,DIGITAL_P결제문의,DIGITAL,P
$디비디$,DIGITAL_CATENdvd,DIGITAL,CATEN
$몇일걸려요$,DIGITAL_P배송일문의,DIGITAL,P
$깍이줘$,DIGITAL_P바로할인가,DIGITAL,P
비싼거아닌가요,DIGITAL_P가격문의,DIGITAL,P
구매목록 볼수 있나요,DIGITAL_P주문이력확인,DIGITAL,P
인증되지않았다고,DIGITAL_P본인인증문의,DIGITAL,P
아이패드 pro,DIGITAL_CATE애플_SUBCATipad_IPADPRODUCTipadpro,DIGITAL,CATE
$응 안사$,DIGITAL_NEG아님_bypass,DIGITAL,NEG
디지털만이군,DIGITAL_bypass,DIGITAL,bypass
사람이오 컴퓨터오,DIGITAL_P챗봇여부문의,DIGITAL,P
성향에 맞는 상품을 삭제,DIGITAL_P기타faq문의,DIGITAL,P
새로 시작할래요,DIGITAL_P새상담,DIGITAL,P
내일 뭐해,DIGITAL_P채팅,DIGITAL,P
대화 멈춰,DIGITAL_P대화종료,DIGITAL,P
가격차이는 어찌되나요,DIGITAL_P가격문의,DIGITAL,P
11번가 데이터,DIGITAL_P기타faq문의,DIGITAL,P
존나게,DIGITAL_slang,DIGITAL,slang
거실에 놓고 볼겁니다,DIGITAL_FEAT거실형,DIGITAL,FEAT
11pick를 선택하는법,DIGITAL_P배송문의,DIGITAL,P
용건이나 말하라는 거구나,DIGITAL_P채팅,DIGITAL,P
배송되는지,DIGITAL_P배송일문의,DIGITAL,P
$오케$,DIGITAL_YESNOyes,DIGITAL,YESNO
상품이 아직미도착이요,DIGITAL_P배송문의,DIGITAL,P
$얼마정도$,DIGITAL_P가격문의,DIGITAL,P
상품 주문이 안돼요,DIGITAL_P기타faq문의,DIGITAL,P
