sub_sent,class,domain,intent
$상담좀$,DIGITAL_P상담요청,DIGITAL,P
이메일인증회원,DIGITAL_P본인인증문의,DIGITAL,P
담은거,MART_P장바구니보기,MART,P
아이디 찾고 싶은데요,DIGITAL_P회원정보문의,DIGITAL,P
차이 뭐죠,DIGITAL_P차이점,DIGITAL,P
회원 실명인증,DIGITAL_P본인인증문의,DIGITAL,P
장바구니 보여줘,DIGITAL_P찜한상품,DIGITAL,P
전화요망,DIGITAL_P전화요청,DIGITAL,P
추천셀러 없애기,DIGITAL_P기타faq문의,DIGITAL,P
싸게살수있는게머니,MART_P행사상품문의,MART,P
대화가 안돼,DIGITAL_P채팅,DIGITAL,P
취소한 금액 어서 돌려,DIGITAL_P환불문의,DIGITAL,P
인증이 안되여,DIGITAL_P본인인증문의,DIGITAL,P
가격 차이가,DIGITAL_P가격차이,DIGITAL,P
당일발송 되나,DIGITAL_P배송문의,DIGITAL,P
반품 물건 언제 가져가나요,DIGITAL_P반품문의,DIGITAL,P
친구 소개해줘,DIGITAL_P채팅,DIGITAL,P
$넌 뭐 잘 하니$,MART_P마트챗봇문의,MART,P
생산일자가 정확하게 어떻게,MART_P제조일자문의,MART,P
아직 미반납이라고 하는데 확인,DIGITAL_P반품문의,DIGITAL,P
가주문처리요청,DIGITAL_P기타faq문의,DIGITAL,P
입금은 언제쯤 되나요,DIGITAL_P환불문의,DIGITAL,P
현금영수증 지출증빙 문의,DIGITAL_P기타faq문의,DIGITAL,P
물건이언제오는지,DIGITAL_P배송문의,DIGITAL,P
용량은 어느 정도,DIGITAL_P용량문의,DIGITAL,P
쿠폰 줘바,DIGITAL_P쿠폰요청,DIGITAL,P
문의 가능 시간,DIGITAL_P상담시간,DIGITAL,P
주문한제품이 조회가 안되요,DIGITAL_P기타faq문의,DIGITAL,P
차이 크지않나요,DIGITAL_P차이점,DIGITAL,P
마일리지 안주나요,DIGITAL_P적립문의,DIGITAL,P
배고파,DIGITAL_P채팅,DIGITAL,P
통관번호,DIGITAL_P배송문의,DIGITAL,P
아직도 배송이 안돼,DIGITAL_P배송문의,DIGITAL,P
전화 상담,DIGITAL_P전화요청,DIGITAL,P
상품 구매하려는데,MART_P주문,MART,P
$나가줘$,DIGITAL_P대화종료,DIGITAL,P
왜 검색이 안돼나요,DIGITAL_P기타faq문의,DIGITAL,P
챗봇밖엔 안되나요. 지금은?,DIGITAL_P상담시간,DIGITAL,P
거래내역 삭제 기능,DIGITAL_P기타faq문의,DIGITAL,P
skt vip 회원,DIGITAL_P기타faq문의,DIGITAL,P
가격비교,DIGITAL_P가격비교문의,DIGITAL,P
비번이틀린다고나와요,DIGITAL_P회원정보문의,DIGITAL,P
//할인쿠폰 ,DIGITAL_P할인쿠폰 ,DIGITAL,P
입금취소는,DIGITAL_P결제문의,DIGITAL,P
입금대기,DIGITAL_P결제문의,DIGITAL,P
다른 제품 추천,DIGITAL_P추가추천,DIGITAL,P
as 어떻게 되나요,DIGITAL_Pa/s문의,DIGITAL,P
어떤 제품이 좋을까요,DIGITAL_P추천,DIGITAL,P
어떻게 선택하나,DIGITAL_P도움말보기,DIGITAL,P
상담원해,DIGITAL_P상담요청,DIGITAL,P
$니가 선택해$,DIGITAL_P추천,DIGITAL,P
사은품 함께 주세요,MART_P사은품문의,MART,P
필요해,DIGITAL_P필요,DIGITAL,P
$t모바일$,DIGITAL_P기타faq문의,DIGITAL,P
설치비가 안드는곳이 있나요,DIGITAL_P설치비문의,DIGITAL,P
상품구매하는데 다른사람이름,DIGITAL_P기타faq문의,DIGITAL,P
$도움말 보여주세요$,DIGITAL_P도움말보기,DIGITAL,P
$상품걸리면좋겠어$,MART_P이벤트,MART,P
주문한게 언제 올까,DIGITAL_P배송일문의,DIGITAL,P
$찜$,DIGITAL_P찜한상품,DIGITAL,P
대표전화번호,DIGITAL_P고객센터문의,DIGITAL,P
반품할 수 있는 제품은 무엇,DIGITAL_P상담원연결,DIGITAL,P
구매자반응이 어떤가요,DIGITAL_P리뷰요청,DIGITAL,P
상담 지금 가능한가요,DIGITAL_P상담시간,DIGITAL,P
판매자가 답변이 없,DIGITAL_P상담원연결_GREETINGclaim,DIGITAL,P
방금취소완료했는데,DIGITAL_P주문취소완료,DIGITAL,P
내가 판매는,DIGITAL_P기타faq문의,DIGITAL,P
제품이 잘못왔어요,DIGITAL_P반품문의,DIGITAL,P
배송비 결제는 어떻게,DIGITAL_P배송비문의,DIGITAL,P
쿠폰 받오싶어용,DIGITAL_P쿠폰요청 ,DIGITAL,P
쿠폰받을려고,DIGITAL_P쿠폰요청,DIGITAL,P
답변해 주시기 바랍니다,DIGITAL_P추천,DIGITAL,P
바로 뭐해,DIGITAL_P채팅,DIGITAL,P
기분이 별로,DIGITAL_P채팅,DIGITAL,P
차이점 뭐예요,DIGITAL_P차이점,DIGITAL,P
상품 교환,DIGITAL_P교환문의,DIGITAL,P
$그만$,DIGITAL_P대화종료,DIGITAL,P
쿠폰 받는 화면에 바로 있,DIGITAL_P쿠폰요청,DIGITAL,P
문의못드리는건가요,DIGITAL_P기타faq문의,DIGITAL,P
$다시$,DIGITAL_P처음으로,DIGITAL,P
수거는 무료인가요,DIGITAL_P폐가전수거,DIGITAL,P
차이 나나요,DIGITAL_P차이점,DIGITAL,P
ok캐시백 적립,DIGITAL_P기타faq문의,DIGITAL,P
$다른 상품$,DIGITAL_P추가추천,DIGITAL,P
취소 신청한 것이 아직 수거가 안되고,DIGITAL_P반품문의,DIGITAL,P
할인상품권이 없나요,DIGITAL_P결제문의,DIGITAL,P
소득공제,DIGITAL_P기타faq문의,DIGITAL,P
링크요청,DIGITAL_P링크요청,DIGITAL,P
교환안될까요,DIGITAL_P교환문의,DIGITAL,P
편의점 택배수령,DIGITAL_P기타faq문의,DIGITAL,P
혜택은 어떻게 사용,DIGITAL_P기타faq문의,DIGITAL,P
리뷰를 쓰고 싶은데 어떻게$,DIGITAL_P기타faq문의,DIGITAL,P
방문 수거죠,DIGITAL_P폐가전수거,DIGITAL,P
$다른상품 검색$,DIGITAL_P처음으로,DIGITAL,P
비씨 탑포인트,DIGITAL_P결제문의,DIGITAL,P
잘팔리나요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
$못담나요$,DIGITAL_P장바구니담기,DIGITAL,P
물건 구매도 안되고,DIGITAL_P기타faq문의,DIGITAL,P
몇인용부터 잇어요,DIGITAL_P사이즈문의,DIGITAL,P
타임세일 구매,DIGITAL_P행사문의,DIGITAL,P
내가 샀던 거 중에 서,MART_P지난구매상품보기,MART,P
캐시로 전환된 환불,DIGITAL_P환불문의,DIGITAL,P
카드는 언제 취소되나요,DIGITAL_P결제문의,DIGITAL,P
배송비 포함인가요,DIGITAL_P배송비문의,DIGITAL,P
깍아주세요,MART_P할인문의,MART,P
쇼핑혜택,DIGITAL_P할인문의,DIGITAL,P
생체인식,DIGITAL_P기타faq문의,DIGITAL,P
가격 차이 많이나던데요,DIGITAL_P가격차이,DIGITAL,P
가만히 있어,DIGITAL_P채팅,DIGITAL,P
살수 있는게 어떤게 있,DIGITAL_P추천,DIGITAL,P
쿠폰 어떻게 사용,DIGITAL_P쿠폰적용문의,DIGITAL,P
새끈한거,DIGITAL_P19금,DIGITAL,P
전화번호가 틀리게,DIGITAL_P회원정보문의,DIGITAL,P
기능 차이 뭘까요,DIGITAL_P차이점,DIGITAL,P
카드 할인쿠폰 적용,DIGITAL_P쿠폰적용문의,DIGITAL,P
넌 무슨 상담 해줄 수 있어,MART_P마트챗봇문의,MART,P
상담은 뭐가 가능한가요,DIGITAL_P상담품목,DIGITAL,P
주소확인가능해요,DIGITAL_P회원정보문의,DIGITAL,P
쿠폰 받을수 있을까요,DIGITAL_P쿠폰요청,DIGITAL,P
고객변경하고싶은데요,DIGITAL_P기타faq문의,DIGITAL,P
$쉬셈$,DIGITAL_P대화종료,DIGITAL,P
어디 제품이니,DIGITAL_P상품문의,DIGITAL,P
반납 어제 오신다고 하셧는데,DIGITAL_P반품문의,DIGITAL,P
내맘대로 플러스 팩,DIGITAL_P기타faq문의,DIGITAL,P
쿠폰 좀 많이주심,DIGITAL_P쿠폰요청,DIGITAL,P
취소 어떻게,MART_P주문취소,MART,P
사람이지,DIGITAL_P챗봇여부문의,DIGITAL,P
마트상품을 경품으로 준다,MART_P이벤트,MART,P
취소한 돈은 언제들어와요,DIGITAL_P환불문의,DIGITAL,P
찾는건아니고 문의,DIGITAL_P상담품목,DIGITAL,P
꼭 제품만 문의,MART_P마트챗봇문의,MART,P
$잠온다$,DIGITAL_P채팅,DIGITAL,P
저기 제가 물건을 시켰는데,DIGITAL_P배송문의,DIGITAL,P
사용가능 쿠폰에 안나오네요,DIGITAL_P쿠폰적용문의,DIGITAL,P
문상등록,DIGITAL_P기타faq문의,DIGITAL,P
취소요청,DIGITAL_P주문취소,DIGITAL,P
나 너 살래,DIGITAL_P채팅,DIGITAL,P
아이디문제로요,DIGITAL_P회원정보문의,DIGITAL,P
언제 발송되나요,DIGITAL_P배송문의,DIGITAL,P
sk텔레콤 데이터,DIGITAL_P기타faq문의,DIGITAL,P
데이터 요금,DIGITAL_P기타faq문의,DIGITAL,P
상품 도착 시간,MART_P배송문의,MART,P
노래불러,DIGITAL_P채팅,DIGITAL,P
안 비싼가여,DIGITAL_P가격문의,DIGITAL,P
리뷰 혜택,DIGITAL_P기타faq문의,DIGITAL,P
부탁드릴,DIGITAL_P추천,DIGITAL,P
대화 종료,DIGITAL_P대화종료,DIGITAL,P
주문이안와,DIGITAL_P배송문의,DIGITAL,P
깎아주세요,MART_P할인문의,MART,P
가격차이 이유는,DIGITAL_P가격차이,DIGITAL,P
환불했는데,DIGITAL_P환불문의,DIGITAL,P
적당한 것이 어떤 거죠,DIGITAL_P추천,DIGITAL,P
사은품도 함께 배송되나요,MART_P사은품문의,MART,P
이용 횟수 복구,DIGITAL_P기타faq문의,DIGITAL,P
금요일 쿠폰,DIGITAL_P쿠폰요청,DIGITAL,P
정품으로 보내주세요,MART_P정품문의,MART,P
$시럽카드$,DIGITAL_P결제문의,DIGITAL,P
나도상품줘,DIGITAL_P채팅,DIGITAL,P
$그냥대화,DIGITAL_P대화계속,DIGITAL,P
배송 조회,DIGITAL_P배송문의,DIGITAL,P
회수하지 않아서,DIGITAL_P반품문의,DIGITAL,P
언제쯤 입금되나요,DIGITAL_P환불문의,DIGITAL,P
포인트 50프로 사용,DIGITAL_P결제문의,DIGITAL,P
마트경품,MART_P행사문의,MART,P
깍아주세요,DIGITAL_P바로할인가,DIGITAL,P
한번에 찾기,MART_P다중검색문의,MART,P
문구데이,DIGITAL_P행사문의,DIGITAL,P
픽업가능한가,DIGITAL_P배송문의,DIGITAL,P
$로그아웃$,DIGITAL_P대화종료,DIGITAL,P
최대한 저렴,MART_P행사상품,MART,P
판매자와 대화방법,DIGITAL_P판매자연락요청,DIGITAL,P
포장 꼼꼼히 해주세요,MART_P포장문의,MART,P
뭐뭐있어,DIGITAL_P상담품목,DIGITAL,P
뻥치지마,DIGITAL_P채팅,DIGITAL,P
사람 대답하고 계시는,DIGITAL_P챗봇여부문의,DIGITAL,P
$함 볼게요$,DIGITAL_P대화종료,DIGITAL,P
설치해주로 온다고하면,DIGITAL_P설치문의,DIGITAL,P
$구매문자$,DIGITAL_P기타faq문의,DIGITAL,P
판매는 안대나요,DIGITAL_P기타faq문의,DIGITAL,P
좋은거 있어요,DIGITAL_P추천,DIGITAL,P
할인쿠폰이 다시 생겼는데 상품이 취소,DIGITAL_P쿠폰적용문의,DIGITAL,P
다른 제품은요,DIGITAL_P추가추천,DIGITAL,P
문의 좀 드릴려,DIGITAL_P상담요청,DIGITAL,P
//주문 취소했,DIGITAL_P주문취소완료,DIGITAL,P
카드 할인이 안돼고,DIGITAL_P결제문의,DIGITAL,P
마트쿠폰은 어떤,DIGITAL_P쿠폰문의_P기타faq문의,DIGITAL,P
멤버쉽 적립,DIGITAL_P적립문의,DIGITAL,P
$다른 상담$,DIGITAL_P새상담,DIGITAL,P
환불 왜 안해,DIGITAL_P환불문의,DIGITAL,P
조회는 어디서,DIGITAL_P기타faq문의,DIGITAL,P
천천히 둘러볼게요,DIGITAL_P대화종료,DIGITAL,P
여보야,DIGITAL_P채팅,DIGITAL,P
주문확인 ,DIGITAL_P주문이력확인,DIGITAL,P
가장 저렴하고,MART_P행사상품,MART,P
전력을 얼마나 먹나요,DIGITAL_P상담원연결,DIGITAL,P
바로 노래,DIGITAL_P채팅,DIGITAL,P
교환 진행을 안해주시나,DIGITAL_P교환문의,DIGITAL,P
무이자 할부로 살수,DIGITAL_P결제문의,DIGITAL,P
다시결제하려니 횟수초과로나오네요,DIGITAL_P결제문의,DIGITAL,P
언제쯤 배송이,DIGITAL_P배송문의,DIGITAL,P
마일리지로 교환한 쿠폰찾는 방법,DIGITAL_P기타faq문의,DIGITAL,P
NOW 배송,MART_Pnow배송설명요청,MART,P
상담드리기 어렵나,DIGITAL_P상담원연결,DIGITAL,P
상품언제오냐,DIGITAL_P배송문의,DIGITAL,P
하가지만 더 질문하게습니다,DIGITAL_P상담요청,DIGITAL,P
배송지연 쿠폰 어디,DIGITAL_P쿠폰요청,DIGITAL,P
구매를,DIGITAL_P추천,DIGITAL,P
유통기한 많이 남은 걸로,MART_P새제품요청,MART,P
물건을 샀는데요,DIGITAL_P구매완료,DIGITAL,P
찾고싶다데스,DIGITAL_P추천,DIGITAL,P
문화상품권으로 물건구매할려고,DIGITAL_P결제문의,DIGITAL,P
상품도 오지않았는데요,DIGITAL_P배송문의,DIGITAL,P
T포인트 사용법,DIGITAL_P결제문의,DIGITAL,P
시럽페이 관련 질문,DIGITAL_P결제문의,DIGITAL,P
필요합니다,DIGITAL_P필요,DIGITAL,P
헐.안팔아요,DIGITAL_P상담품목,DIGITAL,P
취소요청가능하다고 하네요,DIGITAL_P주문취소,DIGITAL,P
지금까지 구매한 상품 보,MART_P지난구매상품보기,MART,P
가격비교 한번 해보고,DIGITAL_P가격비교문의,DIGITAL,P
그럼 다음에,DIGITAL_P대화종료,DIGITAL,P
뭐뭐 판매 해요,DIGITAL_P상담품목,DIGITAL,P
나중에 필요한 상품이 있으면 구매,DIGITAL_P대화종료,DIGITAL,P
카드 변경,DIGITAL_P결제문의,DIGITAL,P
졸라 비싸네,MART_P행사상품,MART,P
시럽페이 변경 가능,DIGITAL_P결제문의,DIGITAL,P
유통기한 알려,MART_P유통기한문의,MART,P
싸게 구입하기,MART_P행사상품,MART,P
제가 산상품이요,DIGITAL_P주문이력확인,DIGITAL,P
$다른 브랜드$,DIGITAL_P추가추천,DIGITAL,P
특가는 어디에서 살 수 있나요,DIGITAL_P행사문의,DIGITAL,P
환불을 못받았어요,DIGITAL_P환불문의,DIGITAL,P
교환 가능,DIGITAL_P교환문의,DIGITAL,P
비교해보고 사려구요,DIGITAL_P구매예정,DIGITAL,P
$닫아라$,DIGITAL_P대화종료,DIGITAL,P
나의홈은어디,DIGITAL_P기타faq문의,DIGITAL,P
디지털이 아니라구,DIGITAL_P상담품목,DIGITAL,P
해외직구쿠폰,DIGITAL_P쿠폰요청,DIGITAL,P
본인인증했는데도,DIGITAL_P본인인증문의,DIGITAL,P
예쁜 건 없나요,DIGITAL_P디자인문의,DIGITAL,P
환불은 입금되나요,DIGITAL_P환불문의,DIGITAL,P
사업자카드,DIGITAL_P기타faq문의,DIGITAL,P
취소건때문에 상,DIGITAL_P주문취소,DIGITAL,P
지난번 산,MART_P지난구매상품보기,MART,P
상품이 등록돼면 알려주는 기능,DIGITAL_P기타faq문의,DIGITAL,P
세일,DIGITAL_P할인문의,DIGITAL,P
신용카드 추가,DIGITAL_P결제문의,DIGITAL,P
생산지는 어디,MART_P원산지문의,MART,P
서비스 지금 되는 건가,DIGITAL_P상담시간,DIGITAL,P
$어떻게 사용,DIGITAL_P도움말보기,DIGITAL,P
문의하고 싶습니다 몇시부터 되나요,DIGITAL_P상담시간,DIGITAL,P
새 상담으로,DIGITAL_P새상담,DIGITAL,P
지난 구매,MART_P지난구매상품보기,MART,P
포인트  문의,DIGITAL_P기타faq문의,DIGITAL,P
$카드$,DIGITAL_P결제문의,DIGITAL,P
제품을 받지 않았는데,DIGITAL_P배송문의,DIGITAL,P
내 이름이 뭔지 알아,DIGITAL_P채팅,DIGITAL,P
넌 무슨역할이니,DIGITAL_P추천,DIGITAL,P
상담사와 연결이 않 되어,DIGITAL_P전화요청_GREETINGclaim,DIGITAL,P
회원의 종류는 어떻게,DIGITAL_P기타faq문의,DIGITAL,P
증정품도 같이,MART_P사은품문의,MART,P
매니저 상담은 어떻게,DIGITAL_P상담원연결,DIGITAL,P
내밈대로 플러스,DIGITAL_P할인문의,DIGITAL,P
배아퍼요,DIGITAL_P채팅,DIGITAL,P
추가할인은 다시 시작,DIGITAL_P할인문의,DIGITAL,P
톡매니저 초대시간,DIGITAL_P상담시간,DIGITAL,P
언제옴,DIGITAL_P배송문의,DIGITAL,P
문의도 이쪽으로 가능,DIGITAL_P상담품목,DIGITAL,P
저렴할걸로,MART_P행사상품,MART,P
사진이 전송이 안되,DIGITAL_P사진올리기기능안내,DIGITAL,P
$십일절$,DIGITAL_P행사문의,DIGITAL,P
판매자 임의대로 취소,DIGITAL_P주문취소,DIGITAL,P
상담원 통화안돼요,DIGITAL_P전화요청,DIGITAL,P
알림메뉴가 어디있는지,DIGITAL_P알림설정문의,DIGITAL,P
상품들로 말해주,DIGITAL_P추천,DIGITAL,P
$연결바로되나요$,DIGITAL_P상담시간,DIGITAL,P
환불내역,DIGITAL_P환불문의,DIGITAL,P
$정보수정$,DIGITAL_P회원정보문의,DIGITAL,P
시리즈는 어떨까요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
무통으로 입금,DIGITAL_P결제문의,DIGITAL,P
재미있는 이야기 해줘,DIGITAL_P채팅,DIGITAL,P
제품을봐도 잘모르겠어서,DIGITAL_P상담요청,DIGITAL,P
$이걸 샀는데$,DIGITAL_P구매완료,DIGITAL,P
티멤버십 카드번호,DIGITAL_P티멤버십관련문의_P기타faq문의,DIGITAL,P
행운을 주세요,DIGITAL_P채팅,DIGITAL,P
결제안돼여,DIGITAL_P결제문의,DIGITAL,P
$직원$,DIGITAL_P상담원연결,DIGITAL,P
샀다고요,DIGITAL_P구매완료,DIGITAL,P
업체신고,DIGITAL_P기타faq문의,DIGITAL,P
쿠폰때문에요,DIGITAL_P쿠폰적용문의,DIGITAL,P
추천셀러 지우기,DIGITAL_P기타faq문의,DIGITAL,P
구매행ㅎ었던,DIGITAL_P구매완료,DIGITAL,P
쿠폰유효기간,DIGITAL_P쿠폰적용문의,DIGITAL,P
인증햇는데,DIGITAL_P본인인증문의,DIGITAL,P
크기가 얼마야,DIGITAL_P사이즈문의,DIGITAL,P
a/s 받기 쉬운,DIGITAL_Pa/s문의,DIGITAL,P
$반사$,DIGITAL_P채팅,DIGITAL,P
네~확인해보겠습니다,DIGITAL_P대화종료,DIGITAL,P
핸드폰 변경은 어떻게,DIGITAL_P기타faq문의,DIGITAL,P
증정품도 함께 배송되나요,MART_P사은품문의,MART,P
$어디서 선택해요$,DIGITAL_P도움말보기,DIGITAL,P
설치비용 얼마,DIGITAL_P설치비문의,DIGITAL,P
이따 다시 상담,DIGITAL_P대화종료,DIGITAL,P
깜짝쿠폰은언제,DIGITAL_P쿠폰요청,DIGITAL,P
내일 아침 배송 상품,MART_P배송문의,MART,P
서비스 종료하고자,DIGITAL_P기타faq문의,DIGITAL,P
환불은 11번가에 문의,DIGITAL_P환불문의,DIGITAL,P
반납 전화번호가 잘못기재,DIGITAL_P기타faq문의,DIGITAL,P
배송 주소 변경,DIGITAL_P배송지변경문의,DIGITAL,P
$맨 처음으로$,DIGITAL_P처음으로,DIGITAL,P
핵딜,DIGITAL_P행사문의,DIGITAL,P
포인트 적립이 가능,DIGITAL_P적립문의,DIGITAL,P
담에 또 봐,DIGITAL_P대화종료,DIGITAL,P
환불문제,DIGITAL_P환불문의,DIGITAL,P
포장은 어떻게 해서 보내시나요,MART_P포장문의,MART,P
상품이 미입고 됐다고,DIGITAL_P기타faq문의,DIGITAL,P
차이가 뭐임,DIGITAL_P차이점,DIGITAL,P
담에 봐,DIGITAL_P대화종료,DIGITAL,P
케시 사용이 안되나요,DIGITAL_P기타faq문의,DIGITAL,P
오늘 입금하면 언제,DIGITAL_P배송일문의,DIGITAL,P
왜 금액이 다 결제되나요,DIGITAL_P결제문의,DIGITAL,P
현금 입금 부탁,DIGITAL_P환불문의,DIGITAL,P
문화상품권충전방법,DIGITAL_P기타faq문의,DIGITAL,P
vip등록은 어떻게하나,DIGITAL_P기타faq문의,DIGITAL,P
구매시 앱으로 절차를 통해 구매하면 되겠죠,DIGITAL_P결제문의,DIGITAL,P
날짜지정되나요,DIGITAL_P배송문의,DIGITAL,P
봇이예요,DIGITAL_P챗봇여부문의,DIGITAL,P
전체리뷰 더보기가 안돼요,DIGITAL_P리뷰요청,DIGITAL,P
환불해주세요,DIGITAL_P환불문의,DIGITAL,P
마트배송지가 없다고,DIGITAL_P배송문의,DIGITAL,P
한도초과,DIGITAL_P결제문의,DIGITAL,P
알림 메세지 다시 확인,DIGITAL_P기타faq문의,DIGITAL,P
배송이잘되나 싶어서,DIGITAL_P배송문의,DIGITAL,P
따로 설치하는것이 문제가 되나요,DIGITAL_P설치문의,DIGITAL,P
다른 시리즈 없,DIGITAL_P추가추천,DIGITAL,P
상담 그만할께요,DIGITAL_P대화종료,DIGITAL,P
교환처리,DIGITAL_P교환문의,DIGITAL,P
반품 물건받으셨나요,DIGITAL_P반품문의,DIGITAL,P
구매 문의입니다,DIGITAL_P상담요청,DIGITAL,P
추가비용을 알려주세요,DIGITAL_P추가비용문의_P상담원연결,DIGITAL,P
주문한게 토욜에 올까,DIGITAL_P배송일문의,DIGITAL,P
본인인증 자꾸 반복되여 문의합니다,DIGITAL_P본인인증문의,DIGITAL,P
반품했는데 환불해 주기 싫어서,DIGITAL_P환불문의,DIGITAL,P
$대화$,DIGITAL_P채팅,DIGITAL,P
전화준다고 했는데 약속,DIGITAL_P전화요청,DIGITAL,P
차이 어떻게 되죠,DIGITAL_P차이점,DIGITAL,P
얼마정도해요,DIGITAL_P가격문의,DIGITAL,P
$추천사유$,DIGITAL_P추천사유문의,DIGITAL,P
계명해서 이름이 바뀌,DIGITAL_P회원정보문의,DIGITAL,P
쓰던 물건 처리,DIGITAL_P폐가전수거,DIGITAL,P
티 플러스혜택,DIGITAL_P쿠폰요청,DIGITAL,P
아직 돈이 들어오지 않았어요,DIGITAL_P환불문의,DIGITAL,P
쿠폰은 사용 못하는건가요,DIGITAL_P쿠폰적용문의,DIGITAL,P
복귀고객 혜택있나요,DIGITAL_P행사문의,DIGITAL,P
개인통관고유번호,DIGITAL_P회원정보문의,DIGITAL,P
지금은 상담이 안되,DIGITAL_P상담시간,DIGITAL,P
어디가면 되나요,DIGITAL_P기타faq문의,DIGITAL,P
$잘받았습니다$,DIGITAL_P배송완료,DIGITAL,P
지금 추워,DIGITAL_P채팅,DIGITAL,P
리뷰는 어디서 작성하나요,DIGITAL_P기타faq문의,DIGITAL,P
사이즈 오배송,DIGITAL_P기타faq문의,DIGITAL,P
무슨 사유 있나요,DIGITAL_P기타faq문의,DIGITAL,P
답장 부탁,DIGITAL_P추천,DIGITAL,P
증빙서류 발급,DIGITAL_P기타faq문의,DIGITAL,P
쿠폰입력은 어디,DIGITAL_P쿠폰적용문의,DIGITAL,P
새지않게 꼼꼼하게,MART_P포장문의,MART,P
구입해야겠,DIGITAL_P구매예정,DIGITAL,P
이 상품은 어때요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
티포인트가 사라졌어요,DIGITAL_P기타faq문의,DIGITAL,P
크기가 어떻게 되,DIGITAL_P사이즈문의,DIGITAL,P
대하여 설명 요청,"FAQ_P도움말요청,DIGITAL_P설명요청",FAQ,P
교환신청 햇는데,DIGITAL_P교환문의,DIGITAL,P
